S.No.,pH,EC_(dS/m),Organic_Carbon_(%),Phosphorus_P2O5_(Kg/ha),Potassium_K2O_(Kg/ha),Zinc_Zn_(ppm),Iron_Fe_(ppm),Copper_Cu_(ppm),Manganese_Mn_(ppm)
3473,8.1,0.26,0.21,13.0,367.0,0.28,2.98,0.38,3.8
3474,8.5,0.56,0.29,31.0,268.0,0.32,3.42,0.26,3.72
3475,8.7,0.32,0.32,15.0,296.0,0.26,3.1,0.32,3.4
3476,8.6,0.3,0.22,13.0,310.0,0.3,2.88,0.28,3.98
3477,8.6,0.24,0.18,18.0,268.0,0.26,2.42,0.34,3.64
3478,8.4,0.62,0.27,28.0,381.0,0.38,3.26,0.3,3.4
3479,8.5,0.47,0.32,28.0,367.0,0.28,3.4,0.26,4.82
3480,8.6,0.26,0.25,38.0,254.0,0.32,2.9,0.24,2.9
3481,8.5,0.34,0.16,20.0,212.0,0.28,3.24,0.32,3.26
3482,8.5,0.33,0.19,15.0,240.0,0.26,3.1,0.26,3.78
3483,8.4,0.31,0.23,18.0,353.0,0.32,2.98,0.4,4.26
3484,8.3,0.82,0.21,20.0,339.0,0.28,3.1,0.26,4.7
3485,8.6,0.74,0.18,23.0,381.0,0.3,2.96,0.32,2.98
3486,8.5,0.41,0.25,13.0,367.0,0.26,3.24,0.28,3.2
3487,8.2,0.96,0.21,31.0,296.0,0.32,3.78,0.3,3.78
3488,8.5,0.54,0.3,38.0,240.0,0.28,3.54,0.24,4.2
3489,8.4,1.16,0.29,10.0,296.0,0.24,3.24,0.42,3.48
3490,8.2,0.77,0.21,15.0,254.0,0.32,3.1,0.26,4.1
3491,8.4,0.65,0.14,20.0,310.0,0.28,2.98,0.38,2.36
3492,8.5,0.71,0.14,28.0,339.0,0.26,3.54,0.54,2.7
3493,8.2,0.42,0.22,26.0,353.0,0.22,3.26,0.36,4.5
3494,8.4,0.41,0.17,23.0,367.0,0.24,2.88,0.22,4.1
3495,8.1,0.69,0.2,20.0,381.0,0.3,3.1,0.28,2.92
3496,8.5,0.23,0.18,18.0,395.0,0.28,2.9,0.44,3.54
3497,8.3,0.21,0.16,38.0,240.0,0.32,3.26,0.62,3.78
3498,8.2,0.18,0.28,44.0,254.0,0.26,3.78,0.26,2.54
3499,8.7,0.54,0.14,33.0,282.0,0.28,3.6,0.32,2.98
3500,8.6,0.4,0.17,28.0,310.0,0.32,2.98,0.28,3.56
3501,8.4,0.68,0.16,26.0,296.0,0.28,2.5,0.34,3.7
3502,8.2,0.72,0.21,23.0,381.0,0.2,2.78,0.26,4.26
3503,8.5,0.48,0.29,20.0,353.0,0.3,2.64,0.38,4.1
3504,8.4,0.32,0.23,18.0,226.0,0.24,3.24,0.24,2.88
3505,8.2,0.72,0.21,23.0,381.0,0.2,2.78,0.26,4.26
3506,8.5,0.48,0.29,20.0,353.0,0.3,2.64,0.38,4.1
3507,8.4,0.32,0.23,18.0,226.0,0.24,3.24,0.24,2.88
3508,8.4,0.18,0.16,41.0,226.0,0.24,3.4,0.24,4.18
3509,8.5,0.36,0.21,20.0,240.0,0.24,3.7,0.44,3.82
3510,8.5,0.34,0.28,23.0,268.0,0.28,2.58,0.36,2.98
3511,8.8,0.18,0.39,26.0,310.0,0.32,3.26,0.42,3.54
3512,8.6,0.32,0.23,18.0,339.0,0.24,3.78,0.28,4.26
3513,8.6,0.36,0.21,15.0,395.0,0.22,4.02,0.32,4.8
3514,9.0,0.16,0.14,28.0,381.0,0.38,3.26,0.38,3.28
3515,8.8,0.28,0.27,33.0,367.0,0.3,3.78,0.44,4.26
3516,8.9,0.28,0.3,36.0,339.0,0.26,3.42,0.28,3.88
3517,8.5,0.34,0.21,38.0,296.0,0.22,3.6,0.36,3.64
3518,8.7,0.2,0.28,26.0,254.0,0.38,2.88,0.42,3.42
3519,8.6,0.33,0.32,28.0,282.0,0.3,3.24,0.32,3.6
3520,8.7,0.29,0.28,20.0,254.0,0.23,3.1,0.28,4.28
3521,8.6,0.38,0.23,23.0,353.0,0.24,2.78,0.32,4.78
3522,8.5,0.34,0.21,31.0,367.0,0.28,3.24,0.28,3.26
3523,8.8,0.18,0.18,33.0,296.0,0.22,3.6,0.32,3.82
3524,8.6,0.35,0.17,18.0,310.0,0.32,2.88,0.28,4.2
3525,8.7,0.32,0.12,13.0,268.0,0.26,3.14,0.24,4.78
3526,8.5,0.35,0.26,18.0,353.0,0.32,3.26,0.36,4.1
3527,8.5,0.36,0.23,20.0,339.0,0.26,3.78,0.28,5.26
3528,8.7,0.31,0.17,23.0,395.0,0.32,2.42,0.24,3.82
3529,9.1,0.11,0.14,26.0,367.0,0.28,3.54,0.32,2.98
3530,8.7,0.35,0.25,31.0,381.0,0.3,3.4,0.28,4.12
3531,8.7,0.56,0.36,33.0,367.0,0.24,2.88,0.36,3.8
3532,8.6,0.45,0.2,36.0,296.0,0.38,3.1,0.44,2.42
3533,8.9,0.15,0.18,38.0,325.0,0.3,2.42,0.42,3.64
3534,8.8,0.19,0.22,15.0,310.0,0.26,3.54,0.28,3.4
3535,8.7,0.19,0.27,20.0,353.0,0.28,3.84,0.32,4.26
3536,8.8,0.28,0.38,28.0,381.0,0.24,2.4,0.28,3.24
3537,8.6,0.33,0.31,15.0,240.0,0.32,2.78,0.34,3.78
3538,8.8,0.74,0.27,18.0,296.0,0.28,3.5,0.42,4.12
3539,8.9,0.19,0.23,28.0,367.0,0.24,3.7,0.42,3.78
3540,9.1,0.12,0.18,23.0,240.0,0.32,2.42,0.38,4.26
3541,8.7,0.38,0.27,20.0,282.0,0.28,3.1,0.28,4.8
3542,8.7,0.3,0.14,18.0,409.0,0.3,2.62,0.44,3.72
3543,8.9,0.18,0.19,23.0,381.0,0.22,3.28,0.32,3.1
3544,9.1,0.16,0.22,15.0,423.0,0.28,3.48,0.28,2.98
3545,8.6,0.17,0.18,13.0,339.0,0.34,2.98,0.24,3.54
3546,9.0,0.1,0.23,20.0,310.0,0.3,3.26,0.32,2.8
3547,8.8,0.15,0.2,23.0,282.0,0.26,4.2,0.26,3.58
3548,8.8,0.18,0.14,28.0,254.0,0.32,3.28,0.44,4.24
3549,8.9,0.16,0.18,31.0,353.0,0.28,3.78,0.28,4.1
3550,9.0,0.11,0.21,33.0,367.0,0.36,3.82,0.26,3.64
3551,8.9,0.15,0.27,36.0,254.0,0.22,4.26,0.44,3.1
3552,8.8,0.2,0.23,20.0,282.0,0.38,4.02,0.28,2.88
3553,9.1,0.1,0.17,18.0,212.0,0.32,3.24,0.32,3.1
3554,8.6,0.16,0.21,18.0,296.0,0.28,3.1,0.28,2.98
3555,8.8,0.17,0.18,20.0,353.0,0.44,2.98,0.32,3.24
3556,9.0,0.11,0.24,23.0,395.0,0.4,3.54,0.26,3.78
3557,8.9,0.16,0.29,26.0,367.0,0.22,3.8,0.44,3.42
3558,9.0,0.21,0.2,28.0,339.0,0.28,2.98,0.4,4.1
3559,9.1,0.11,0.17,20.0,155.0,0.22,2.58,0.48,3.4
3560,9.2,0.1,0.25,26.0,240.0,0.36,3.24,0.24,4.18
3561,9.1,0.1,0.29,23.0,325.0,0.28,3.1,0.32,3.58
3562,9.2,0.09,0.14,28.0,268.0,0.3,3.98,0.26,4.42
3563,9.3,0.08,18.0,36.0,169.0,0.22,3.26,0.32,4.8
3564,9.3,0.08,0.21,28.0,282.0,0.24,3.54,0.24,3.1
3565,9.2,0.09,0.13,26.0,3140.0,0.36,2.98,0.4,2.48
3566,9.2,0.09,0.19,23.0,268.0,0.22,2.54,0.32,2.9
3567,9.2,0.09,0.16,18.0,254.0,0.28,3.26,0.28,4.26
3568,9.2,0.09,0.22,38.0,226.0,0.32,3.78,0.32,3.28
3569,9.1,0.1,0.18,18.0,310.0,0.28,3.42,0.44,4.54
3570,9.0,0.11,0.14,15.0,310.0,0.38,3.1,0.4,3.8
3571,9.1,0.1,0.17,20.0,268.0,0.22,2.98,0.36,2.82
3572,9.0,0.11,0.2,27.0,325.0,0.26,3.54,0.28,3.54
3573,9.0,0.1,0.19,41.0,269.0,0.22,3.8,0.42,3.1
3574,9.2,0.09,0.33,15.0,325.0,0.3,2.98,0.36,4.36
3575,9.2,0.09,0.17,18.0,296.0,0.26,3.54,0.22,4.9
3576,9.2,0.09,0.16,20.0,353.0,0.32,3.78,0.38,2.88
3577,9.2,0.09,0.21,13.0,268.0,0.28,2.88,0.26,3.24
3578,9.2,0.09,0.18,28.0,282.0,0.32,3.2,0.32,3.8
3579,9.1,0.1,0.17,15.0,339.0,0.28,3.78,0.24,2.88
3580,9.1,0.1,0.21,18.0,296.0,0.32,3.42,0.32,3.56
3581,9.1,0.09,0.23,20.0,367.0,0.28,2.94,0.28,3.78
3582,9.2,0.08,0.15,13.0,353.0,0.3,2.46,0.34,4.26
3583,9.1,0.08,0.26,23.0,268.0,0.2,2.82,0.42,4.78
3584,9.1,0.09,0.23,20.0,325.0,0.32,3.18,0.26,4.1
3585,9.1,0.08,0.18,18.0,325.0,0.28,2.88,0.38,2.98
3586,9.1,0.09,0.14,23.0,367.0,0.2,2.44,0.24,3.26
3587,9.1,0.1,0.18,15.0,423.0,0.32,2.98,0.44,4.2
3588,9.2,0.09,0.11,36.0,296.0,0.28,3.26,0.32,4.18
3589,9.1,0.1,0.19,15.0,339.0,0.28,3.42,0.26,4.26
3590,9.1,0.1,0.21,23.0,240.0,0.34,2.7,0.38,3.28
3591,9.1,0.1,0.24,20.0,268.0,0.26,2.82,0.42,3.6
3592,9.0,0.11,0.18,18.0,353.0,0.38,3.26,0.28,4.2
3593,9.1,0.1,0.26,38.0,325.0,0.22,2.8,0.32,3.8
3594,9.0,0.08,0.21,13.0,381.0,0.38,3.18,0.28,2.94
3595,9.2,0.08,0.17,10.0,296.0,0.3,3.54,0.54,2.42
3596,9.1,0.09,0.23,13.0,409.0,0.26,3.1,0.32,3.48
3597,9.1,0.09,0.24,15.0,381.0,0.32,2.98,0.26,4.28
3598,9.1,0.1,0.18,36.0,310.0,0.28,3.28,0.32,2.82
3599,9.1,0.1,0.29,10.0,381.0,0.32,3.4,0.28,3.28
3600,9.2,0.08,0.13,20.0,268.0,0.28,3.48,0.38,4.12
3601,9.1,0.09,0.2,18.0,240.0,0.3,3.1,0.54,5.1
3602,9.2,0.09,0.19,23.0,240.0,0.24,2.98,0.32,2.48
3603,9.2,0.1,0.26,3.0,226.0,0.36,2.54,0.58,2.8
3604,9.2,0.09,0.31,28.0,268.0,0.44,3.24,0.28,3.26
3605,9.2,0.08,0.27,20.0,254.0,0.28,3.1,0.32,4.54
3606,9.1,0.1,0.21,18.0,310.0,0.26,2.42,0.28,4.1
3607,9.1,0.1,0.18,15.0,353.0,0.32,2.5,0.38,2.82
3608,9.1,0.1,0.24,26.0,325.0,0.28,3.28,0.42,3.84
3609,8.8,0.29,0.37,20.0,240.0,0.32,3.1,0.42,3.7
3610,8.8,0.11,0.22,31.0,2382.0,0.26,2.92,0.26,2.82
3611,8.7,0.1,0.18,33.0,310.0,0.28,2.4,0.32,3.54
3612,8.6,0.1,0.23,18.0,339.0,0.36,2.78,0.24,3.1
3613,9.3,0.09,0.19,33.0,353.0,0.42,3.78,0.38,2.98
3614,8.6,0.13,0.17,36.0,367.0,0.28,3.2,0.42,3.26
3615,8.7,0.13,0.29,38.0,381.0,0.3,3.4,0.28,3.1
3616,8.8,0.1,0.25,41.0,268.0,0.22,2.78,0.32,2.94
3617,8.9,0.11,0.21,28.0,296.0,0.26,3.6,0.26,3.1
3618,9.6,0.09,0.18,26.0,310.0,0.38,4.2,0.44,2.8
3619,9.6,0.11,0.22,23.0,339.0,0.3,2.96,0.38,3.22
3620,9.3,0.18,0.26,41.0,353.0,0.24,2.8,0.22,3.78
3621,9.2,0.21,0.23,44.0,325.0,0.26,2.42,0.36,3.42
3622,9.2,0.14,0.19,49.0,240.0,0.3,3.26,0.28,4.4
3623,9.8,0.11,0.21,38.0,409.0,0.26,3.8,0.32,4.8
3624,9.1,0.26,0.27,36.0,353.0,0.32,2.94,0.24,2.82
3625,9.2,0.13,0.2,41.0,339.0,0.28,3.1,0.32,3.28
3626,9.1,0.16,0.16,49.0,296.0,0.3,3.28,0.28,3.78
3627,9.2,0.24,0.27,6.0,268.0,0.26,3.7,0.32,3.42
3628,9.1,0.18,0.24,51.0,310.0,0.3,3.4,0.26,3.48
3629,9.2,0.29,0.2,38.0,254.0,0.24,2.98,0.42,3.6
3630,9.1,0.1,0.18,36.0,212.0,0.22,3.1,0.38,4.2
3631,9.2,0.11,0.23,41.0,240.0,0.28,2.98,0.22,4.78
3632,9.2,0.18,0.2,44.0,296.0,0.36,3.2,0.24,3.54
3633,9.3,0.23,0.17,46.0,353.0,0.3,3.78,0.36,3.8
3634,9.2,0.26,0.23,49.0,282.0,0.28,3.4,0.26,4.4
3635,9.3,0.2,0.2,38.0,268.0,0.26,3.4,0.38,2.82
3636,9.2,0.18,0.18,33.0,212.0,0.32,2.88,0.26,2.94
3637,9.1,0.23,0.21,31.0,353.0,0.28,2.94,0.44,3.2
3638,8.9,0.16,0.29,38.0,367.0,0.24,3.1,0.28,4.4
3639,9.3,0.18,0.17,38.0,282.0,0.22,3.42,0.42,3.78
3640,9.2,0.09,0.23,44.0,296.0,0.38,3.1,0.28,4.24
3641,9.0,0.12,0.2,46.0,325.0,0.26,2.82,0.32,3.1
3642,9.1,0.15,0.17,49.0,212.0,0.3,3.1,0.26,2.88
3643,8.8,0.22,0.19,38.0,381.0,0.22,3.42,0.42,3.26
3644,9.4,0.16,0.23,44.0,367.0,0.38,2.82,0.26,3.7
3645,9.1,0.19,0.28,41.0,353.0,0.26,2.5,0.28,2.8
3646,8.9,0.13,0.18,51.0,310.0,0.32,3.26,0.44,2.52
3647,9.0,0.26,0.23,54.0,339.0,0.28,3.78,0.22,4.26
3648,9.2,0.31,0.26,61.0,296.0,0.26,2.52,0.36,3.78
3649,8.8,0.23,0.29,64.0,240.0,0.38,2.42,0.28,3.1
3650,9.0,0.18,0.32,54.0,296.0,0.26,3.6,0.38,2.62
3651,8.9,0.14,0.21,41.0,310.0,0.2,2.82,0.26,3.28
3652,9.4,0.12,0.17,51.0,296.0,0.38,3.64,0.4,4.1
3653,9.0,0.19,0.23,49.0,325.0,0.24,3.12,0.26,2.42
3654,9.0,0.21,0.2,46.0,367.0,0.28,2.9,0.5,3.26
3655,8.9,0.29,0.18,51.0,381.0,0.32,3.2,0.36,2.82
3656,9.1,0.34,0.23,54.0,395.0,0.28,3.82,0.42,3.42
3657,8.9,0.17,0.27,41.0,409.0,0.36,2.9,0.28,2.98
3658,8.9,0.2,0.21,44.0,282.0,0.4,2.42,0.32,3.1
3659,9.1,0.16,0.14,26.0,381.0,0.28,3.1,0.42,3.78
3660,9.7,0.28,0.19,28.0,367.0,0.34,2.82,0.26,4.42
3661,9.3,0.11,0.21,31.0,325.0,0.32,3.42,0.32,4.1
3662,9.1,0.09,0.29,36.0,296.0,0.28,2.9,0.28,4.22
3663,9.0,0.1,0.32,38.0,353.0,0.26,3.18,0.42,3.52
3664,8.6,0.53,0.21,41.0,310.0,0.38,2.7,0.28,2.9
3665,9.0,0.32,0.28,49.0,268.0,0.3,3.42,0.36,3.42
3666,8.6,0.76,0.19,46.0,310.0,0.24,2.98,0.42,2.78
3667,9.3,0.27,0.23,51.0,254.0,0.32,3.42,0.38,3.42
3668,9.3,0.12,0.28,56.0,212.0,0.28,3.62,0.22,2.8
3669,9.0,0.14,0.18,54.0,339.0,0.32,2.8,0.36,3.42
3670,9.8,0.17,0.27,59.0,296.0,0.26,3.24,0.42,2.82
3671,9.0,0.15,0.21,49.0,395.0,0.32,3.4,0.28,3.42
3672,9.2,0.16,0.18,41.0,367.0,0.28,2.82,0.44,2.78
3673,9.3,0.11,0.17,44.0,296.0,0.38,2.64,0.28,3.48
3674,9.1,0.11,0.22,38.0,268.0,0.32,3.28,0.32,3.6
3675,8.8,0.17,0.29,36.0,254.0,0.24,3.8,0.28,2.92
3676,8.8,0.12,0.18,33.0,310.0,0.38,2.94,0.32,3.24
3677,9.1,0.1,0.24,31.0,353.0,0.26,3.42,0.26,3.1
3678,8.9,0.11,0.17,28.0,339.0,0.38,2.48,0.32,2.98
3679,9.2,0.09,0.23,28.0,409.0,0.24,2.42,0.22,3.42
3680,9.2,0.17,0.2,31.0,381.0,0.32,3.26,0.36,3.8
3681,9.1,0.1,0.17,33.0,367.0,0.26,3.7,0.42,2.98
3682,8.9,0.08,0.23,36.0,353.0,0.32,2.88,0.3,4.2
3683,9.0,0.1,0.26,38.0,296.0,0.28,3.24,0.22,3.22
3684,9.2,0.11,0.2,44.0,268.0,0.32,3.8,0.38,3.4
3685,9.1,0.08,0.18,46.0,254.0,0.24,2.98,0.26,2.42
3686,8.9,0.1,0.27,49.0,310.0,0.32,3.24,0.32,3.28
3687,9.1,0.13,0.21,51.0,353.0,0.28,3.78,0.26,3.4
3688,9.4,0.21,0.29,54.0,282.0,0.32,3.4,0.32,2.8
3689,9.2,0.18,0.12,46.0,325.0,0.42,3.42,0.423,3.78
3690,9.1,0.24,0.19,44.0,353.0,0.28,3.78,0.36,4.2
3691,9.2,0.17,0.23,41.0,296.0,0.26,2.92,0.4,4.1
3692,9.3,0.2,0.2,38.0,367.0,0.32,3.2,0.26,3.78
3693,9.0,0.18,0.18,36.0,381.0,0.44,3.42,0.26,3.9
3694,9.1,0.13,0.29,33.0,254.0,0.4,3.8,0.32,3.42
3695,9.5,0.12,0.32,31.0,296.0,0.28,2.98,0.28,3.64
3696,9.3,0.19,0.26,28.0,353.0,0.32,3.42,0.3,4.32
3697,9.3,0.27,0.31,26.0,381.0,0.24,3.1,0.42,4.82
3698,9.2,0.18,0.26,20.0,409.0,0.32,2.92,0.28,3.4
3699,9.0,0.23,0.22,18.0,367.0,0.26,2.42,0.32,4.26
3700,9.3,0.15,0.18,15.0,296.0,0.38,3.28,0.26,4.78
3701,8.7,0.26,0.25,18.0,282.0,0.42,4.2,0.32,4.1
3702,9.0,0.1,0.2,20.0,254.0,0.28,3.78,0.28,2.88
3703,9.2,0.11,0.17,23.0,353.0,0.24,4.26,0.42,2.54
3704,9.3,0.09,0.26,26.0,339.0,0.26,2.98,0.36,3.26
3705,9.1,0.2,0.21,38.0,296.0,0.32,3.26,0.4,3.8
3706,9.2,0.18,0.28,26.0,240.0,0.28,3.78,0.28,2.82
3707,9.0,0.27,0.24,31.0,268.0,0.32,3.42,0.26,3.2
3708,9.0,0.1,0.21,33.0,296.0,0.28,3.78,0.42,4.48
3709,9.2,0.33,0.15,28.0,339.0,0.24,3.24,0.24,4.82
3710,9.4,0.09,0.21,31.0,268.0,0.28,2.82,0.32,3.2
3711,9.1,0.08,0.29,33.0,254.0,0.32,3.28,0.28,4.1
3712,9.0,0.12,0.31,36.0,310.0,0.24,3.1,0.32,2.82
3713,9.2,0.08,0.18,41.0,353.0,0.26,2.42,0.28,3.52
3714,9.4,0.1,0.24,51.0,395.0,0.32,3.26,0.34,3.82
3715,9.1,0.1,0.21,26.0,367.0,0.22,3.1,0.3,4.32
3716,9.5,0.28,0.32,28.0,310.0,0.26,2.82,0.28,4.1
3717,9.2,0.09,0.29,31.0,268.0,0.3,3.6,0.32,2.96
3718,9.0,0.11,0.17,33.0,212.0,0.26,2.88,0.28,2.42
3719,9.1,0.12,0.23,38.0,282.0,0.32,3.64,0.3,3.54
3720,8.9,0.08,0.16,44.0,254.0,0.28,3.1,0.28,3.4
3721,9.5,0.11,0.2,49.0,381.0,0.3,2.98,0.3,2.7
3722,9.7,0.1,0.18,51.0,282.0,0.22,3.54,0.36,3.24
3723,9.5,1.22,0.27,54.0,310.0,0.28,3.1,0.22,3.82
3724,9.4,1.51,0.21,6.0,282.0,0.32,2.98,0.38,3.78
3725,9.2,0.5,0.18,59.0,254.0,0.26,3.42,0.42,4.42
3726,9.8,0.14,0.19,61.0,226.0,0.32,2.9,0.26,4.78
3727,9.3,0.11,0.27,46.0,325.0,0.24,2.54,0.32,3.28
3728,9.2,0.15,0.25,44.0,339.0,0.32,3.28,0.26,4.1
3729,9.8,0.1,0.2,49.0,353.0,0.26,3.7,0.38,2.4
3730,9.6,0.13,0.18,41.0,381.0,0.32,2.9,0.42,2.82
3731,9.2,0.16,0.26,38.0,367.0,0.28,3.28,0.28,3.26
3732,9.0,0.2,0.18,36.0,282.0,0.3,4.2,0.34,3.78
3733,9.1,0.1,0.23,31.0,310.0,0.22,3.1,0.26,5.1
3734,9.6,0.12,0.18,33.0,353.0,0.38,3.1,0.44,2.42
3735,9.4,0.63,0.25,28.0,381.0,0.26,2.82,0.28,3.8
3736,9.0,0.89,0.22,23.0,367.0,0.3,3.2,0.32,4.26
3737,9.5,0.36,0.2,26.0,353.0,0.24,3.42,0.28,4.1
3738,9.2,0.11,0.27,31.0,296.0,0.28,3.1,0.36,2.88
3739,9.2,0.1,0.2,33.0,367.0,0.28,3.72,0.42,4.2
3740,9.4,0.12,0.18,36.0,381.0,0.34,2.84,0.3,3.28
3741,9.0,0.13,0.23,38.0,282.0,0.26,3.1,0.26,2.54
3742,9.5,0.15,0.29,41.0,296.0,0.32,2.48,0.32,3.46
3743,9.6,0.13,0.21,56.0,310.0,0.26,2.4,0.28,4.26
3744,9.7,0.11,0.19,51.0,254.0,0.3,3.26,0.3,3.28
3745,9.2,0.1,0.17,54.0,240.0,0.26,3.4,0.42,2.82
3746,9.0,0.17,0.26,61.0,381.0,0.36,2.78,0.28,3.8
3747,9.2,0.15,0.2,64.0,367.0,0.3,3.54,0.32,2.42
3748,9.8,0.1,0.27,46.0,268.0,0.24,3.42,0.26,3.1
3749,9.3,0.1,0.21,46.0,240.0,0.28,2.8,0.38,2.92
3750,9.2,0.13,0.19,38.0,226.0,0.32,3.24,0.42,3.48
3751,9.1,0.081,0.23,33.0,310.0,0.28,3.1,0.28,2.52
3752,9.3,0.36,0.28,36.0,254.0,0.24,2.98,0.24,3.82
3753,9.0,0.12,0.18,26.0,339.0,0.3,3.46,0.32,2.52
3754,9.4,0.1,0.27,28.0,353.0,0.22,3.1,0.28,3.46
3755,9.5,0.11,0.21,33.0,282.0,0.26,2.88,0.36,2.78
3756,9.2,0.14,0.19,36.0,254.0,0.38,2.42,0.42,3.54
3757,9.0,0.12,0.2,38.0,367.0,0.42,3.1,0.28,3.4
3758,9.2,0.1,0.28,41.0,381.0,0.28,2.98,0.32,2.78
3759,9.1,0.08,0.18,28.0,240.0,0.24,3.42,0.48,3.42
3760,9.3,0.06,0.21,31.0,282.0,0.26,2.46,0.24,2.4
3761,9.3,0.06,0.29,33.0,310.0,0.38,2.82,0.36,3.64
3762,9.3,0.06,0.33,36.0,325.0,0.4,3.2,0.42,4.1
3763,9.4,0.08,0.25,38.0,339.0,0.42,3.46,0.24,2.98
3764,9.4,0.08,0.39,41.0,353.0,0.28,2.42,0.32,3.24
3765,9.4,0.07,0.21,28.0,381.0,0.24,3.54,0.28,3.48
3766,9.1,0.09,0.18,31.0,367.0,0.3,3.82,0.38,2.88
3767,9.9,0.09,0.23,36.0,296.0,0.26,2.72,0.24,2.42
3768,9.8,0.08,0.27,41.0,339.0,0.38,3.82,0.26,3.64
3769,9.8,0.08,0.21,49.0,395.0,0.3,2.54,0.32,3.88
3770,9.7,0.06,0.29,51.0,409.0,0.22,3.24,0.26,4.26
3771,9.8,0.06,0.18,20.0,367.0,0.28,3.8,0.28,3.7
3772,9.6,0.06,0.27,18.0,310.0,0.36,2.62,0.32,4.26
3773,9.8,0.09,0.21,28.0,282.0,0.4,3.7,0.3,3.54
3774,9.0,0.15,0.28,26.0,339.0,0.26,3.42,0.32,3.1
3775,9.2,0.09,0.18,23.0,353.0,0.32,3.1,0.28,2.98
3776,9.1,0.06,0.22,31.0,296.0,0.28,2.98,0.3,3.26
3777,9.3,0.07,0.17,33.0,381.0,0.32,3.42,0.28,4.42
3778,9.8,0.07,0.26,41.0,367.0,0.24,2.88,0.36,3.78
3779,9.5,0.06,0.21,44.0,296.0,0.32,3.8,0.28,4.26
3780,9.8,0.07,0.15,46.0,353.0,0.22,2.42,0.24,3.8
3781,9.1,0.07,0.18,26.0,296.0,0.26,3.62,0.32,2.92
3782,9.6,0.05,0.27,28.0,254.0,0.38,3.1,0.28,3.56
3783,9.7,0.05,0.21,23.0,240.0,0.3,2.88,0.44,4.28
3784,9.8,0.1,0.19,20.0,353.0,0.24,2.64,0.26,2.88
3785,9.5,0.05,0.23,18.0,339.0,0.26,3.64,0.38,3.24
3786,9.3,0.05,0.28,15.0,367.0,0.38,2.7,0.28,3.7
3787,9.3,0.05,0.21,28.0,381.0,0.28,2.92,0.32,4.26
3788,9.2,0.05,0.19,20.0,395.0,0.32,3.64,0.28,4.1
3789,9.1,0.05,0.13,28.0,296.0,0.32,3.4,0.26,3.4
3790,9.5,0.1,0.21,31.0,339.0,0.26,2.42,0.32,2.46
3791,9.3,0.09,0.29,33.0,367.0,0.38,2.88,0.28,3.28
3792,9.0,0.1,0.24,36.0,381.0,0.26,2.64,0.46,3.6
3793,9.6,0.12,0.18,38.0,339.0,0.24,3.26,0.22,4.78
3794,9.5,0.17,0.2,41.0,310.0,0.28,2.42,0.32,3.26
3795,8.8,0.45,0.18,38.0,296.0,0.24,3.82,0.38,3.1
3796,9.5,0.28,0.2,28.0,268.0,0.26,2.82,0.24,3.8
3797,9.3,0.1,0.17,26.0,254.0,0.34,3.24,0.26,2.42
3798,9.2,0.06,0.24,23.0,296.0,0.2,2.82,0.38,3.82
3799,8.4,0.08,0.21,31.0,240.0,0.32,3.54,0.42,4.26
3800,9.1,0.4,0.18,33.0,353.0,0.28,3.6,0.28,3.92
3801,9.5,0.28,0.29,36.0,367.0,0.36,2.42,0.38,4.12
3802,9.6,0.19,0.18,26.0,381.0,0.28,3.82,0.26,3.88
3803,9.3,0.09,0.26,28.0,395.0,0.3,2.42,0.28,4.54
3804,9.4,0.07,0.14,23.0,339.0,0.32,3.24,0.24,4.26
3805,9.3,0.06,0.11,20.0,282.0,0.22,2.7,0.32,3.82
3806,9.2,0.06,0.24,15.0,268.0,0.2,3.28,0.24,2.98
3807,8.9,0.07,0.19,33.0,240.0,0.36,3.4,0.26,4.26
3808,9.0,0.09,0.25,28.0,296.0,0.3,2.88,0.22,4.1
3809,9.0,0.06,0.31,28.0,367.0,0.22,3.28,0.24,3.1
3810,9.0,0.06,0.29,31.0,381.0,0.38,3.1,0.38,2.98
3811,8.8,0.08,0.38,33.0,198.0,0.3,2.46,0.26,3.8
3812,8.9,0.09,0.41,36.0,226.0,0.24,3.58,0.32,3.46
3813,9.2,0.06,0.36,38.0,268.0,0.22,3.4,0.28,3.18
3814,9.0,0.07,0.24,18.0,310.0,0.38,2.94,0.36,2.94
3815,9.0,0.08,0.21,15.0,339.0,0.36,3.22,0.4,3.58
3816,9.0,0.07,0.38,26.0,268.0,0.44,3.78,0.24,3.78
3817,9.0,0.08,0.29,23.0,240.0,0.4,2.8,0.38,4.2
3818,9.1,0.06,0.32,31.0,310.0,0.28,3.24,0.3,4.1
3819,8.9,0.07,0.28,33.0,395.0,0.32,3.18,0.22,2.98
3820,9.2,0.08,0.21,36.0,409.0,0.24,3.7,0.38,3.1
3821,8.9,0.09,0.35,41.0,367.0,0.38,2.46,0.3,3.78
3822,8.4,0.56,0.16,18.0,353.0,0.28,3.6,0.4,3.18
3823,8.6,0.57,0.16,20.0,325.0,0.42,2.78,0.38,2.92
3824,9.1,0.28,0.2,15.0,310.0,0.48,3.26,0.24,3.18
3825,9.3,0.14,0.22,23.0,367.0,0.38,3.6,0.36,2.78
3826,9.3,0.13,0.22,26.0,381.0,0.42,2.78,0.44,3.2
3827,9.2,0.11,0.22,28.0,268.0,0.38,3.6,0.28,4.18
